date,base_regime,z_sigma,buy_th,sell_th,target_exp,actual_exp,long_candidate_count
2022-12-05,bear,0.5396387914615907,0.65,0.35,0.40881609325220014,,103
2022-12-06,bear,0.6125030889373404,0.65,0.35,0.4012668453250749,,103
2022-12-07,bear,0.612414075359483,0.65,0.35,0.40127589765252475,,103
2022-12-08,bear,0.5897651325186027,0.65,0.35,0.403592554995812,,103
2022-12-09,bear,0.5838769965183124,0.65,0.35,0.40419921321745766,,103
2022-12-12,bear,0.5954359228237142,0.65,0.35,0.40301000901286876,,103
2022-12-13,bear,0.572791574285321,0.65,0.35,0.40534631400166954,,103
2022-12-14,bear,0.5626448560176629,0.65,0.35,0.4064020013410521,,103
2022-12-15,bear,0.5349628779623635,0.65,0.35,0.4093102613780943,,103
2022-12-16,bear,0.5118967755398943,0.65,0.35,0.41176556109857865,,103
2022-12-19,bear,0.3895390010442348,0.65,0.35,0.42529885290789937,,103
2022-12-20,bear,0.4350899478207422,0.65,0.35,0.4201580383105051,,103
2022-12-21,bear,0.4853879725752033,0.65,0.35,0.414623955637588,,103
2022-12-22,bear,0.46888853495155963,0.65,0.35,0.41642318312359394,,103
2022-12-23,bear,0.4475453257952319,0.65,0.35,0.4187739084169042,,103
2022-12-26,bear,0.4401283477034059,0.65,0.35,0.419597035075316,,103
2022-12-27,bear,0.43218966333417036,0.65,0.35,0.42048165281013733,,103
2022-12-28,neutral,0.409779915946481,0.6,0.3,0.8459980919027609,,118
2022-12-29,neutral,0.3484012105159486,0.6,0.3,0.8601018430176913,,118
2022-12-30,neutral,0.34597139315513503,0.6,0.3,0.8606698553313186,,118
2023-01-03,neutral,0.3346897880108982,0.6,0.3,0.8633169862642983,,118
2023-01-04,neutral,0.21522427402653738,0.6,0.3,0.8923813608376696,,118
2023-01-05,neutral,0.20920069131815222,0.6,0.3,0.8938987302960917,,118
2023-01-06,neutral,0.23558168322798143,0.6,0.3,0.8872911380551117,,118
2023-01-09,neutral,0.2104788582032445,0.6,0.3,0.8935763227603821,,118
2023-01-10,neutral,0.09143244163872842,0.6,0.3,0.924637442305817,,118
2023-01-11,neutral,0.08530473399981646,0.6,0.3,0.9262948005305972,,118
2023-01-12,neutral,0.0788257718615731,0.6,0.3,0.9280536367268204,,118
2023-01-13,neutral,0.0018152831356290531,0.6,0.3,0.9494829258971154,,118
2023-01-16,neutral,0.02413571076623804,0.6,0.3,0.9431707709209644,,118
2023-01-17,neutral,0.06058204299154784,0.6,0.3,0.9330423170702943,,118
2023-01-18,neutral,-0.1926998048065793,0.6,0.3,0.95,,118
2023-01-19,neutral,-0.19936067367298985,0.6,0.3,0.95,,118
2023-01-20,neutral,-0.211244051978705,0.6,0.3,0.95,,118
2023-01-30,neutral,-0.23772974088353951,0.6,0.3,0.95,,118
