open,high,low,close,volume,eob
1.190477,1.195091,1.185863,1.190477,44124221,2011-12-26 00:00:00+08:00
1.190477,1.199706,1.185863,1.195091,49399179,2011-12-27 00:00:00+08:00
1.190477,1.195091,1.176634,1.195091,77180219,2011-12-28 00:00:00+08:00
1.190477,1.199706,1.185863,1.199706,47704610,2011-12-29 00:00:00+08:00
1.199706,1.208934,1.195091,1.208934,101892067,2011-12-30 00:00:00+08:00
1.208934,1.213549,1.195091,1.199706,79900877,2012-01-04 00:00:00+08:00
1.199706,1.227391,1.199706,1.222777,143180844,2012-01-05 00:00:00+08:00
1.218163,1.232005,1.218163,1.227391,79769708,2012-01-06 00:00:00+08:00
1.222777,1.23662,1.213549,1.23662,89918279,2012-01-09 00:00:00+08:00
1.232005,1.245848,1.227391,1.241234,87197728,2012-01-10 00:00:00+08:00
1.241234,1.245848,1.232005,1.232005,76799623,2012-01-11 00:00:00+08:00
1.232005,1.23662,1.222777,1.222777,93682230,2012-01-12 00:00:00+08:00
1.222777,1.227391,1.218163,1.222777,69265138,2012-01-13 00:00:00+08:00
1.222777,1.245848,1.218163,1.241234,122383769,2012-01-17 00:00:00+08:00
1.241234,1.245848,1.227391,1.241234,126405639,2012-01-18 00:00:00+08:00
1.241234,1.250462,1.23662,1.245848,94004676,2012-01-19 00:00:00+08:00
1.250462,1.259691,1.241234,1.255077,152252180,2012-01-20 00:00:00+08:00
