date,base_regime,z_sigma,buy_th,sell_th,target_exp,actual_exp
1991-04-10,neutral,0.0,0.6,0.3,0.9,
1991-04-11,neutral,0.0,0.6,0.3,0.9,
1991-04-12,neutral,0.0,0.6,0.3,0.9,
1991-04-15,neutral,0.0,0.6,0.3,0.9,
1991-04-16,neutral,0.0,0.6,0.3,0.9,
1991-04-17,neutral,0.0,0.6,0.3,0.9,
1991-04-18,neutral,0.0,0.6,0.3,0.9,
1991-04-19,neutral,0.0,0.6,0.3,0.9,
1991-04-23,neutral,0.0,0.6,0.3,0.9,
1991-04-24,neutral,0.0,0.6,0.3,0.9,
1991-04-25,neutral,0.0,0.6,0.3,0.9,
1991-04-26,neutral,0.0,0.6,0.3,0.9,
1991-04-29,neutral,0.0,0.6,0.3,0.9,
1991-04-30,neutral,0.0,0.6,0.3,0.9,
1991-05-02,neutral,0.0,0.6,0.3,0.9,
1991-05-03,neutral,0.0,0.6,0.3,0.9,
1991-05-06,neutral,0.0,0.6,0.3,0.9,
1991-05-07,neutral,0.0,0.6,0.3,0.9,
1991-05-08,neutral,0.0,0.6,0.3,0.9,
1991-05-09,neutral,0.0,0.6,0.3,0.9,
1991-05-10,neutral,0.0,0.6,0.3,0.9,
1991-05-13,neutral,0.0,0.6,0.3,0.9,
1991-05-14,neutral,0.0,0.6,0.3,0.9,
1991-05-15,neutral,0.0,0.6,0.3,0.9,
1991-05-16,neutral,0.0,0.6,0.3,0.9,
1991-05-17,neutral,0.0,0.6,0.3,0.9,
1991-05-20,neutral,0.0,0.6,0.3,0.9,
1991-05-21,neutral,0.0,0.6,0.3,0.9,
1991-05-22,neutral,0.0,0.6,0.3,0.9,
1991-05-23,neutral,0.0,0.6,0.3,0.9,
1991-05-24,neutral,0.0,0.6,0.3,0.9,
1991-05-27,neutral,0.0,0.6,0.3,0.9,
1991-05-28,neutral,0.0,0.6,0.3,0.9,
1991-05-29,neutral,0.0,0.6,0.3,0.9,
1991-05-30,neutral,0.0,0.6,0.3,0.9,
1991-05-31,neutral,0.0,0.6,0.3,0.9,
1991-06-03,neutral,0.0,0.6,0.3,0.9,
1991-06-04,neutral,0.0,0.6,0.3,0.9,
1991-06-06,neutral,0.0,0.6,0.3,0.9,
1991-06-07,neutral,0.0,0.6,0.3,0.9,
1991-06-10,neutral,0.0,0.6,0.3,0.9,
1991-06-11,neutral,0.0,0.6,0.3,0.9,
1991-06-12,neutral,0.0,0.6,0.3,0.9,
1991-06-13,neutral,0.0,0.6,0.3,0.9,
1991-06-14,neutral,0.0,0.6,0.3,0.9,
1991-06-17,neutral,0.0,0.6,0.3,0.9,
1991-06-18,neutral,0.0,0.6,0.3,0.9,
1991-06-19,neutral,0.0,0.6,0.3,0.9,
1991-06-20,neutral,0.0,0.6,0.3,0.9,
1991-06-21,neutral,0.0,0.6,0.3,0.9,
1991-06-24,neutral,0.0,0.6,0.3,0.9,
1991-06-25,neutral,0.0,0.6,0.3,0.9,
1991-06-26,neutral,0.0,0.6,0.3,0.9,
1991-06-27,neutral,0.0,0.6,0.3,0.9,
1991-06-28,neutral,0.0,0.6,0.3,0.9,
1991-07-01,neutral,0.0,0.6,0.3,0.9,
1991-07-02,neutral,0.0,0.6,0.3,0.9,
1991-07-03,neutral,0.0,0.6,0.3,0.9,
1991-07-04,neutral,0.0,0.6,0.3,0.9,
1991-07-05,neutral,0.0,0.6,0.3,0.9,
1991-07-08,neutral,0.0,0.6,0.3,0.9,
1991-07-09,neutral,0.0,0.6,0.3,0.9,
1991-07-10,neutral,0.0,0.6,0.3,0.9,
1991-07-11,neutral,0.0,0.6,0.3,0.9,
1991-07-12,neutral,0.0,0.6,0.3,0.9,
1991-07-15,neutral,0.0,0.6,0.3,0.9,
1991-07-16,neutral,0.0,0.6,0.3,0.9,
1991-07-17,neutral,0.0,0.6,0.3,0.9,
1991-07-18,neutral,0.0,0.6,0.3,0.9,
1991-07-19,neutral,0.0,0.6,0.3,0.9,
1991-07-22,neutral,0.0,0.6,0.3,0.9,
1991-07-23,neutral,0.0,0.6,0.3,0.9,
1991-07-24,neutral,0.0,0.6,0.3,0.9,
1991-07-25,neutral,0.0,0.6,0.3,0.9,
1991-07-26,neutral,0.0,0.6,0.3,0.9,
1991-07-29,neutral,0.0,0.6,0.3,0.9,
1991-07-30,neutral,0.0,0.6,0.3,0.9,
1991-07-31,neutral,0.0,0.6,0.3,0.9,
1991-08-01,neutral,0.0,0.6,0.3,0.9,
1991-08-02,neutral,0.0,0.6,0.3,0.9,
1991-08-05,neutral,0.0,0.6,0.3,0.9,
1991-08-06,neutral,0.0,0.6,0.3,0.9,
1991-08-07,neutral,0.0,0.6,0.3,0.9,
1991-08-08,neutral,0.0,0.6,0.3,0.9,
1991-08-09,neutral,0.0,0.6,0.3,0.9,
1991-08-12,neutral,0.0,0.6,0.3,0.9,
1991-08-13,neutral,0.0,0.6,0.3,0.9,
1991-08-14,neutral,0.0,0.6,0.3,0.9,
1991-08-15,neutral,0.0,0.6,0.3,0.9,
1991-08-16,neutral,0.0,0.6,0.3,0.9,
1991-08-19,neutral,0.0,0.6,0.3,0.9,
1991-08-20,neutral,0.0,0.6,0.3,0.9,
1991-08-21,neutral,0.0,0.6,0.3,0.9,
1991-08-22,neutral,0.0,0.6,0.3,0.9,
1991-08-23,neutral,0.0,0.6,0.3,0.9,
1991-08-26,neutral,0.0,0.6,0.3,0.9,
1991-08-27,neutral,0.0,0.6,0.3,0.9,
1991-08-28,neutral,0.0,0.6,0.3,0.9,
1991-08-29,neutral,0.0,0.6,0.3,0.9,
1991-08-30,neutral,0.0,0.6,0.3,0.9,
1991-09-02,neutral,0.0,0.6,0.3,0.9,
1991-09-03,neutral,0.0,0.6,0.3,0.9,
1991-09-04,neutral,0.0,0.6,0.3,0.9,
1991-09-05,neutral,0.0,0.6,0.3,0.9,
1991-09-06,neutral,0.0,0.6,0.3,0.9,
1991-09-09,neutral,0.0,0.6,0.3,0.9,
1991-09-10,neutral,0.0,0.6,0.3,0.9,
1991-09-11,neutral,0.0,0.6,0.3,0.9,
1991-09-12,neutral,0.0,0.6,0.3,0.9,
1991-09-13,neutral,0.0,0.6,0.3,0.9,
1991-09-16,neutral,0.0,0.6,0.3,0.9,
1991-09-17,neutral,0.0,0.6,0.3,0.9,
1991-09-18,neutral,0.0,0.6,0.3,0.9,
1991-09-19,neutral,0.0,0.6,0.3,0.9,
1991-09-20,neutral,0.0,0.6,0.3,0.9,
1991-09-23,neutral,0.0,0.6,0.3,0.9,
1991-09-24,neutral,0.0,0.6,0.3,0.9,
1991-09-25,neutral,0.0,0.6,0.3,0.9,
1991-09-26,neutral,0.0,0.6,0.3,0.9,
1991-09-27,neutral,0.0,0.6,0.3,0.9,
1991-10-03,neutral,0.0,0.6,0.3,0.9,
1991-10-04,neutral,0.0,0.6,0.3,0.9,
1991-10-07,neutral,0.0,0.6,0.3,0.9,
1991-10-08,neutral,0.0,0.6,0.3,0.9,
1991-10-09,neutral,0.0,0.6,0.3,0.9,
1991-10-10,neutral,0.0,0.6,0.3,0.9,
1991-10-11,neutral,0.0,0.6,0.3,0.9,
1991-10-14,neutral,0.0,0.6,0.3,0.9,
1991-10-15,neutral,0.0,0.6,0.3,0.9,
1991-10-16,neutral,0.0,0.6,0.3,0.9,
1991-10-17,neutral,0.0,0.6,0.3,0.9,
1991-10-18,neutral,0.0,0.6,0.3,0.9,
1991-10-21,neutral,0.0,0.6,0.3,0.9,
1991-10-22,neutral,0.0,0.6,0.3,0.9,
1991-10-23,neutral,0.0,0.6,0.3,0.9,
1991-10-24,neutral,0.0,0.6,0.3,0.9,
1991-10-25,neutral,0.0,0.6,0.3,0.9,
1991-10-28,neutral,0.0,0.6,0.3,0.9,
1991-10-29,neutral,0.0,0.6,0.3,0.9,
1991-10-30,neutral,0.0,0.6,0.3,0.9,
1991-10-31,neutral,0.0,0.6,0.3,0.9,
1991-11-01,neutral,0.0,0.6,0.3,0.9,
1991-11-04,neutral,0.0,0.6,0.3,0.9,
1991-11-05,neutral,0.0,0.6,0.3,0.9,
1991-11-06,neutral,0.0,0.6,0.3,0.9,
1991-11-07,neutral,0.0,0.6,0.3,0.9,
1991-11-08,neutral,0.0,0.6,0.3,0.9,
1991-11-12,neutral,0.0,0.6,0.3,0.9,
1991-11-13,neutral,0.0,0.6,0.3,0.9,
1991-11-14,neutral,0.0,0.6,0.3,0.9,
1991-11-15,neutral,0.0,0.6,0.3,0.9,
1991-11-18,neutral,0.0,0.6,0.3,0.9,
1991-11-19,neutral,0.0,0.6,0.3,0.9,
1991-11-20,neutral,0.0,0.6,0.3,0.9,
1991-11-21,neutral,0.0,0.6,0.3,0.9,
1991-11-22,neutral,0.0,0.6,0.3,0.9,
1991-11-25,neutral,0.0,0.6,0.3,0.9,
1991-11-26,neutral,0.0,0.6,0.3,0.9,
1991-11-27,neutral,0.0,0.6,0.3,0.9,
1991-11-28,neutral,0.0,0.6,0.3,0.9,
1991-11-29,neutral,0.0,0.6,0.3,0.9,
1991-12-02,neutral,0.0,0.6,0.3,0.9,
1991-12-03,neutral,0.0,0.6,0.3,0.9,
1991-12-04,neutral,0.0,0.6,0.3,0.9,
1991-12-05,neutral,0.0,0.6,0.3,0.9,
1991-12-06,neutral,0.0,0.6,0.3,0.9,
1991-12-09,neutral,0.0,0.6,0.3,0.9,
1991-12-10,neutral,0.0,0.6,0.3,0.9,
1991-12-11,neutral,0.0,0.6,0.3,0.9,
1991-12-12,neutral,0.0,0.6,0.3,0.9,
1991-12-13,neutral,0.0,0.6,0.3,0.9,
1991-12-16,neutral,0.0,0.6,0.3,0.9,
1991-12-17,neutral,0.0,0.6,0.3,0.9,
1991-12-18,neutral,0.0,0.6,0.3,0.9,
1991-12-19,neutral,0.0,0.6,0.3,0.9,
1991-12-20,neutral,0.0,0.6,0.3,0.9,
1991-12-23,neutral,0.0,0.6,0.3,0.9,
1991-12-24,neutral,0.0,0.6,0.3,0.9,
1991-12-25,neutral,0.0,0.6,0.3,0.9,
1991-12-26,neutral,0.0,0.6,0.3,0.9,
1991-12-27,neutral,0.0,0.6,0.3,0.9,
1991-12-30,neutral,0.0,0.6,0.3,0.9,
1991-12-31,neutral,0.0,0.6,0.3,0.9,
1992-01-02,neutral,0.0,0.6,0.3,0.9,
1992-01-03,neutral,0.0,0.6,0.3,0.9,
1992-01-06,neutral,0.0,0.6,0.3,0.9,
1992-01-07,neutral,0.0,0.6,0.3,0.9,
1992-01-08,neutral,0.0,0.6,0.3,0.9,
1992-01-09,neutral,0.0,0.6,0.3,0.9,
1992-01-10,neutral,0.0,0.6,0.3,0.9,
1992-01-13,neutral,0.0,0.6,0.3,0.9,
1992-01-14,neutral,0.0,0.6,0.3,0.9,
1992-01-15,neutral,0.0,0.6,0.3,0.9,
1992-01-16,neutral,0.0,0.6,0.3,0.9,
1992-01-17,neutral,0.0,0.6,0.3,0.9,
1992-01-20,neutral,0.0,0.6,0.3,0.9,
1992-01-21,neutral,0.0,0.6,0.3,0.9,
1992-01-22,neutral,0.0,0.6,0.3,0.9,
1992-01-23,neutral,0.0,0.6,0.3,0.9,
1992-01-24,neutral,0.0,0.6,0.3,0.9,
1992-01-27,neutral,0.0,0.6,0.3,0.9,
1992-01-28,neutral,0.0,0.6,0.3,0.9,
1992-01-29,neutral,0.0,0.6,0.3,0.9,
1992-01-30,neutral,0.0,0.6,0.3,0.9,
1992-01-31,neutral,0.0,0.6,0.3,0.9,
1992-02-10,neutral,0.0,0.6,0.3,0.9,
1992-02-11,neutral,0.0,0.6,0.3,0.9,
1992-02-12,neutral,0.0,0.6,0.3,0.9,
1992-02-13,neutral,0.0,0.6,0.3,0.9,
1992-02-14,neutral,0.0,0.6,0.3,0.9,
1992-02-17,neutral,0.0,0.6,0.3,0.9,
1992-02-18,neutral,0.0,0.6,0.3,0.9,
1992-02-19,neutral,0.0,0.6,0.3,0.9,
1992-02-20,neutral,0.0,0.6,0.3,0.9,
1992-02-21,neutral,0.0,0.6,0.3,0.9,
1992-02-24,neutral,0.0,0.6,0.3,0.9,
1992-02-25,neutral,0.0,0.6,0.3,0.9,
1992-02-26,neutral,0.0,0.6,0.3,0.9,
1992-02-27,neutral,0.0,0.6,0.3,0.9,
1992-02-28,neutral,0.0,0.6,0.3,0.9,
1992-03-02,neutral,0.0,0.6,0.3,0.9,
1992-03-03,neutral,0.0,0.6,0.3,0.9,
1992-03-04,neutral,0.0,0.6,0.3,0.9,
1992-03-05,neutral,0.0,0.6,0.3,0.9,
1992-03-06,neutral,0.0,0.6,0.3,0.9,
1992-03-09,neutral,0.0,0.6,0.3,0.9,
1992-03-10,neutral,0.0,0.6,0.3,0.9,
1992-03-11,neutral,0.0,0.6,0.3,0.9,
1992-03-12,neutral,0.0,0.6,0.3,0.9,
1992-03-13,neutral,0.0,0.6,0.3,0.9,
1992-03-16,neutral,0.0,0.6,0.3,0.9,
1992-03-17,neutral,0.0,0.6,0.3,0.9,
1992-03-18,neutral,0.0,0.6,0.3,0.9,
1992-03-19,neutral,0.0,0.6,0.3,0.9,
1992-03-20,neutral,0.0,0.6,0.3,0.9,
1992-03-23,neutral,0.0,0.6,0.3,0.9,
1992-03-24,neutral,0.0,0.6,0.3,0.9,
1992-03-25,neutral,0.0,0.6,0.3,0.9,
1992-03-26,neutral,0.0,0.6,0.3,0.9,
1992-03-27,neutral,0.0,0.6,0.3,0.9,
1992-03-30,neutral,0.0,0.6,0.3,0.9,
1992-03-31,neutral,0.0,0.6,0.3,0.9,
1992-04-01,neutral,0.0,0.6,0.3,0.9,
1992-04-02,neutral,0.0,0.6,0.3,0.9,
1992-04-03,neutral,0.0,0.6,0.3,0.9,
1992-04-06,neutral,0.0,0.6,0.3,0.9,
1992-04-07,neutral,0.0,0.6,0.3,0.9,
1992-04-08,neutral,0.0,0.6,0.3,0.9,
1992-04-09,neutral,0.0,0.6,0.3,0.9,
1992-04-10,neutral,0.0,0.6,0.3,0.9,
1992-04-13,neutral,0.0,0.6,0.3,0.9,
1992-04-14,neutral,0.0,0.6,0.3,0.9,
1992-04-15,neutral,0.0,0.6,0.3,0.9,
1992-04-16,neutral,0.0,0.6,0.3,0.9,
1992-04-17,neutral,0.0,0.6,0.3,0.9,
1992-04-20,neutral,0.0,0.6,0.3,0.9,
1992-04-21,neutral,0.0,0.6,0.3,0.9,
1992-04-22,neutral,0.0,0.6,0.3,0.9,
1992-04-23,neutral,0.0,0.6,0.3,0.9,
1992-04-24,neutral,0.0,0.6,0.3,0.9,
1992-04-27,neutral,0.0,0.6,0.3,0.9,
1992-04-28,neutral,0.0,0.6,0.3,0.9,
1992-04-29,neutral,0.0,0.6,0.3,0.9,
1992-04-30,neutral,0.0,0.6,0.3,0.9,
1992-05-04,neutral,0.0,0.6,0.3,0.9,
1992-05-05,neutral,0.0,0.6,0.3,0.9,
1992-05-06,neutral,0.0,0.6,0.3,0.9,
1992-05-07,neutral,0.0,0.6,0.3,0.9,
1992-05-08,neutral,0.0,0.6,0.3,0.9,
1992-05-11,neutral,0.0,0.6,0.3,0.9,
1992-05-12,neutral,0.0,0.6,0.3,0.9,
1992-05-13,neutral,0.0,0.6,0.3,0.9,
1992-05-14,neutral,0.0,0.6,0.3,0.9,
1992-05-15,neutral,0.0,0.6,0.3,0.9,
1992-05-18,neutral,0.0,0.6,0.3,0.9,
1992-05-19,neutral,0.0,0.6,0.3,0.9,
1992-05-20,neutral,0.0,0.6,0.3,0.9,
1992-05-21,neutral,0.0,0.6,0.3,0.9,
1992-05-22,neutral,0.0,0.6,0.3,0.9,
1992-05-25,neutral,0.0,0.6,0.3,0.9,
1992-05-26,neutral,0.0,0.6,0.3,0.9,
1992-05-27,neutral,0.0,0.6,0.3,0.9,
1992-05-28,neutral,0.0,0.6,0.3,0.9,
1992-05-29,neutral,0.0,0.6,0.3,0.9,
1992-06-01,neutral,0.0,0.6,0.3,0.9,
1992-06-02,neutral,0.0,0.6,0.3,0.9,
1992-06-03,neutral,0.0,0.6,0.3,0.9,
1992-06-04,neutral,0.0,0.6,0.3,0.9,
1992-06-05,neutral,0.0,0.6,0.3,0.9,
1992-06-08,neutral,0.0,0.6,0.3,0.9,
1992-06-09,neutral,0.0,0.6,0.3,0.9,
1992-06-10,neutral,0.0,0.6,0.3,0.9,
1992-06-11,neutral,0.0,0.6,0.3,0.9,
1992-06-12,neutral,0.0,0.6,0.3,0.9,
1992-06-15,neutral,0.0,0.6,0.3,0.9,
1992-06-16,neutral,0.0,0.6,0.3,0.9,
1992-06-17,neutral,0.0,0.6,0.3,0.9,
1992-06-18,neutral,0.0,0.6,0.3,0.9,
1992-06-19,neutral,0.0,0.6,0.3,0.9,
1992-06-22,neutral,0.0,0.6,0.3,0.9,
1992-06-23,neutral,0.0,0.6,0.3,0.9,
1992-06-24,neutral,0.0,0.6,0.3,0.9,
1992-06-25,neutral,0.0,0.6,0.3,0.9,
1992-06-26,neutral,0.0,0.6,0.3,0.9,
1992-06-29,neutral,0.0,0.6,0.3,0.9,
1992-06-30,neutral,0.0,0.6,0.3,0.9,
1992-07-01,neutral,0.0,0.6,0.3,0.9,
1992-07-02,neutral,0.0,0.6,0.3,0.9,
1992-07-03,neutral,0.0,0.6,0.3,0.9,
1992-07-06,neutral,0.0,0.6,0.3,0.9,
1992-07-07,neutral,0.0,0.6,0.3,0.9,
1992-07-08,neutral,0.0,0.6,0.3,0.9,
1992-07-09,neutral,0.0,0.6,0.3,0.9,
1992-07-10,neutral,0.0,0.6,0.3,0.9,
1992-07-13,neutral,0.0,0.6,0.3,0.9,
1992-07-14,neutral,0.0,0.6,0.3,0.9,
1992-07-15,neutral,0.0,0.6,0.3,0.9,
1992-07-16,neutral,0.0,0.6,0.3,0.9,
1992-07-17,neutral,0.0,0.6,0.3,0.9,
1992-07-20,neutral,0.0,0.6,0.3,0.9,
1992-07-21,neutral,0.0,0.6,0.3,0.9,
1992-07-22,neutral,0.0,0.6,0.3,0.9,
1992-07-23,neutral,0.0,0.6,0.3,0.9,
1992-07-24,neutral,0.0,0.6,0.3,0.9,
1992-07-27,neutral,0.0,0.6,0.3,0.9,
1992-07-28,neutral,0.0,0.6,0.3,0.9,
1992-07-29,neutral,0.0,0.6,0.3,0.9,
1992-07-30,neutral,0.0,0.6,0.3,0.9,
1992-07-31,neutral,0.0,0.6,0.3,0.9,
1992-08-03,neutral,0.0,0.6,0.3,0.9,
1992-08-04,neutral,0.0,0.6,0.3,0.9,
1992-08-05,neutral,0.0,0.6,0.3,0.9,
1992-08-06,neutral,0.0,0.6,0.3,0.9,
1992-08-07,neutral,0.0,0.6,0.3,0.9,
1992-08-10,neutral,0.0,0.6,0.3,0.9,
1992-08-11,neutral,0.0,0.6,0.3,0.9,
1992-08-12,neutral,0.0,0.6,0.3,0.9,
1992-08-13,neutral,0.0,0.6,0.3,0.9,
1992-08-14,neutral,0.0,0.6,0.3,0.9,
1992-08-17,neutral,0.0,0.6,0.3,0.9,
1992-08-18,neutral,0.0,0.6,0.3,0.9,
1992-08-19,neutral,0.0,0.6,0.3,0.9,
1992-08-20,neutral,0.0,0.6,0.3,0.9,
1992-08-21,neutral,0.0,0.6,0.3,0.9,
1992-08-24,neutral,0.0,0.6,0.3,0.9,
1992-08-25,neutral,0.0,0.6,0.3,0.9,
1992-08-26,neutral,0.0,0.6,0.3,0.9,
1992-08-27,neutral,0.0,0.6,0.3,0.9,
1992-08-28,neutral,0.0,0.6,0.3,0.9,
1992-08-31,neutral,0.0,0.6,0.3,0.9,
1992-09-01,neutral,0.0,0.6,0.3,0.9,
1992-09-02,neutral,0.0,0.6,0.3,0.9,
1992-09-03,neutral,0.0,0.6,0.3,0.9,
1992-09-04,neutral,0.0,0.6,0.3,0.9,
1992-09-07,neutral,0.0,0.6,0.3,0.9,
1992-09-08,neutral,0.0,0.6,0.3,0.9,
1992-09-09,neutral,0.0,0.6,0.3,0.9,
1992-09-10,neutral,0.0,0.6,0.3,0.9,
1992-09-11,neutral,0.0,0.6,0.3,0.9,
1992-09-14,neutral,0.0,0.6,0.3,0.9,
1992-09-15,neutral,0.0,0.6,0.3,0.9,
1992-09-16,neutral,0.0,0.6,0.3,0.9,
1992-09-17,neutral,0.0,0.6,0.3,0.9,
1992-09-18,neutral,0.0,0.6,0.3,0.9,
1992-09-21,neutral,0.0,0.6,0.3,0.9,
1992-09-22,neutral,0.0,0.6,0.3,0.9,
1992-09-23,neutral,0.0,0.6,0.3,0.9,
1992-09-24,neutral,0.0,0.6,0.3,0.9,
1992-09-25,neutral,0.0,0.6,0.3,0.9,
1992-09-28,neutral,0.0,0.6,0.3,0.9,
1992-09-29,neutral,0.0,0.6,0.3,0.9,
1992-09-30,neutral,0.0,0.6,0.3,0.9,
1992-10-05,neutral,0.0,0.6,0.3,0.9,
1992-10-06,neutral,0.0,0.6,0.3,0.9,
1992-10-07,neutral,0.0,0.6,0.3,0.9,
1992-10-08,neutral,0.0,0.6,0.3,0.9,
1992-10-09,neutral,0.0,0.6,0.3,0.9,
1992-10-12,neutral,0.0,0.6,0.3,0.9,
1992-10-13,neutral,0.0,0.6,0.3,0.9,
1992-10-14,neutral,0.0,0.6,0.3,0.9,
1992-10-15,neutral,0.0,0.6,0.3,0.9,
1992-10-16,neutral,0.0,0.6,0.3,0.9,
1992-10-19,neutral,0.0,0.6,0.3,0.9,
1992-10-20,neutral,0.0,0.6,0.3,0.9,
1992-10-21,neutral,0.0,0.6,0.3,0.9,
1992-10-22,neutral,0.0,0.6,0.3,0.9,
1992-10-23,neutral,0.0,0.6,0.3,0.9,
1992-10-26,neutral,0.0,0.6,0.3,0.9,
1992-10-27,neutral,0.0,0.6,0.3,0.9,
1992-10-28,neutral,0.0,0.6,0.3,0.9,
1992-10-29,neutral,0.0,0.6,0.3,0.9,
1992-10-30,neutral,0.0,0.6,0.3,0.9,
1992-11-02,neutral,0.0,0.6,0.3,0.9,
1992-11-03,neutral,0.0,0.6,0.3,0.9,
1992-11-04,neutral,0.0,0.6,0.3,0.9,
1992-11-05,neutral,0.0,0.6,0.3,0.9,
1992-11-06,neutral,0.0,0.6,0.3,0.9,
1992-11-09,neutral,0.0,0.6,0.3,0.9,
1992-11-10,neutral,0.0,0.6,0.3,0.9,
1992-11-11,neutral,0.0,0.6,0.3,0.9,
1992-11-12,neutral,0.0,0.6,0.3,0.9,
1992-11-13,neutral,0.0,0.6,0.3,0.9,
1992-11-16,neutral,0.0,0.6,0.3,0.9,
1992-11-17,neutral,0.0,0.6,0.3,0.9,
1992-11-18,neutral,0.0,0.6,0.3,0.9,
1992-11-19,neutral,0.0,0.6,0.3,0.9,
1992-11-20,neutral,0.0,0.6,0.3,0.9,
1992-11-23,neutral,0.0,0.6,0.3,0.9,
1992-11-24,neutral,0.0,0.6,0.3,0.9,
1992-11-25,neutral,0.0,0.6,0.3,0.9,
1992-11-26,neutral,0.0,0.6,0.3,0.9,
1992-11-27,neutral,0.0,0.6,0.3,0.9,
1992-11-30,neutral,0.0,0.6,0.3,0.9,
1992-12-01,neutral,0.0,0.6,0.3,0.9,
1992-12-02,neutral,0.0,0.6,0.3,0.9,
1992-12-03,neutral,0.0,0.6,0.3,0.9,
1992-12-04,neutral,0.0,0.6,0.3,0.9,
1992-12-07,neutral,0.0,0.6,0.3,0.9,
1992-12-08,neutral,0.0,0.6,0.3,0.9,
1992-12-09,neutral,0.0,0.6,0.3,0.9,
1992-12-10,neutral,0.0,0.6,0.3,0.9,
1992-12-11,neutral,0.0,0.6,0.3,0.9,
1992-12-14,neutral,0.0,0.6,0.3,0.9,
1992-12-15,neutral,0.0,0.6,0.3,0.9,
1992-12-16,neutral,0.0,0.6,0.3,0.9,
1992-12-17,neutral,0.0,0.6,0.3,0.9,
1992-12-18,neutral,0.0,0.6,0.3,0.9,
1992-12-21,neutral,0.0,0.6,0.3,0.9,
1992-12-22,neutral,0.0,0.6,0.3,0.9,
1992-12-23,neutral,0.0,0.6,0.3,0.9,
1992-12-24,neutral,0.0,0.6,0.3,0.9,
1992-12-25,neutral,0.0,0.6,0.3,0.9,
1992-12-28,neutral,0.0,0.6,0.3,0.9,
1992-12-29,neutral,0.0,0.6,0.3,0.9,
1992-12-30,neutral,0.0,0.6,0.3,0.9,
1992-12-31,neutral,0.0,0.6,0.3,0.9,
1993-01-04,neutral,0.0,0.6,0.3,0.9,
1993-01-05,neutral,0.0,0.6,0.3,0.9,
1993-01-06,neutral,0.0,0.6,0.3,0.9,
1993-01-07,neutral,0.0,0.6,0.3,0.9,
1993-01-08,neutral,0.0,0.6,0.3,0.9,
1993-01-11,neutral,0.0,0.6,0.3,0.9,
1993-01-12,neutral,0.0,0.6,0.3,0.9,
1993-01-13,neutral,0.0,0.6,0.3,0.9,
1993-01-14,neutral,0.0,0.6,0.3,0.9,
1993-01-15,neutral,0.0,0.6,0.3,0.9,
1993-01-18,neutral,0.0,0.6,0.3,0.9,
1993-01-19,neutral,0.0,0.6,0.3,0.9,
1993-02-01,neutral,0.0,0.6,0.3,0.9,
1993-02-02,neutral,0.0,0.6,0.3,0.9,
1993-02-03,neutral,0.0,0.6,0.3,0.9,
1993-02-04,neutral,0.0,0.6,0.3,0.9,
1993-02-05,neutral,0.0,0.6,0.3,0.9,
1993-02-08,neutral,0.0,0.6,0.3,0.9,
