date,base_regime,z_sigma,buy_th,sell_th,target_exp,actual_exp
2025-06-03,neutral,-0.14896664614193042,0.6,0.3,0.9,0.0
2025-06-04,neutral,-0.14987460236104,0.6,0.3,0.9,0.0
2025-06-05,neutral,-0.15227085391354145,0.6,0.3,0.9,0.0
2025-06-06,neutral,-0.17943111940993386,0.6,0.3,0.9,0.0
2025-06-09,neutral,-0.18272671512192076,0.6,0.3,0.9,0.0
2025-06-10,neutral,-0.18546758147610012,0.6,0.3,0.9,0.0
2025-06-11,neutral,-0.1858959683336949,0.6,0.3,0.9,0.0
2025-06-12,neutral,-0.18166463626859108,0.6,0.3,0.9,0.0
2025-06-13,neutral,-0.18591377093052336,0.6,0.3,0.9,0.0
2025-06-16,neutral,-0.2640554603671122,0.6,0.3,0.9,0.0
2025-06-17,neutral,-0.26573575874704475,0.6,0.3,0.9,0.0
2025-06-18,neutral,-0.26959099277114734,0.6,0.3,0.9,0.0
2025-06-19,neutral,-0.2717874563164421,0.6,0.3,0.9,0.0
2025-06-20,neutral,-0.27542902997333757,0.6,0.3,0.9,0.0
2025-06-23,bear,-0.30851061749099656,0.65,0.35,0.45,0.0
2025-06-24,bear,-0.3135822427901077,0.65,0.35,0.45,0.0
2025-06-25,bear,-0.29509579927507523,0.65,0.35,0.45,0.0
2025-06-26,neutral,-0.27061741254543653,0.6,0.3,0.9,0.0
2025-06-27,neutral,-0.2726644141694402,0.6,0.3,0.9,0.0
2025-06-30,neutral,-0.2726433678053375,0.6,0.3,0.9,0.0
2025-07-01,neutral,-0.2810324904424945,0.6,0.3,0.9,0.0
2025-07-02,neutral,-0.2833786565319112,0.6,0.3,0.9,0.0
2025-07-03,neutral,-0.2862792281766891,0.6,0.3,0.9,0.0
2025-07-04,neutral,-0.28994257251043054,0.6,0.3,0.9,0.0
2025-07-07,bull,-1.2349600910459864,0.5499999999999999,0.32,0.9900000000000001,0.0
2025-07-08,bull,-1.287872033138068,0.5499999999999999,0.32,0.9900000000000001,0.0
2025-07-09,bull,-1.2904353880358987,0.5499999999999999,0.32,0.9900000000000001,0.0
2025-07-10,bull,-1.324220603961289,0.5499999999999999,0.32,0.9900000000000001,0.0
2025-07-11,bull,-1.3187823864128392,0.5499999999999999,0.32,0.9900000000000001,0.0
2025-07-14,bull,-1.3149487726583848,0.5499999999999999,0.32,0.9900000000000001,0.0
2025-07-15,bull,-1.3108152918113718,0.5499999999999999,0.32,0.9900000000000001,0.0
2025-07-16,bull,-1.3076482879938964,0.5499999999999999,0.32,0.9900000000000001,0.0
2025-07-17,bull,-1.2998107088761666,0.5499999999999999,0.32,0.9900000000000001,0.0
2025-07-18,neutral,-1.2871278005096098,0.6,0.3,0.9,0.0
2025-07-21,neutral,-1.2783980559684842,0.6,0.3,0.9,0.0
2025-07-22,bull,-1.2674456001193535,0.5499999999999999,0.32,0.9900000000000001,0.0
2025-07-23,neutral,-1.2513740007641072,0.6,0.3,0.9,0.0
2025-07-24,neutral,-1.2489215393355015,0.6,0.3,0.9,0.0
2025-07-25,neutral,-1.2371708445224154,0.6,0.3,0.9,0.0
2025-07-28,neutral,-1.2237645916800564,0.6,0.3,0.9,0.0
2025-07-29,neutral,-1.224164759407818,0.6,0.3,0.9,0.0
2025-07-30,neutral,-1.2226178522728055,0.6,0.3,0.9,0.0
2025-07-31,neutral,-1.2399324618717162,0.6,0.3,0.9,0.0
2025-08-01,bull,-1.1445165639257662,0.5499999999999999,0.32,0.9900000000000001,0.0
2025-08-04,bull,-1.1397839949818085,0.5499999999999999,0.32,0.9900000000000001,0.0
2025-08-05,bull,-1.1384382049308284,0.5499999999999999,0.32,0.9900000000000001,0.0
2025-08-06,bull,-1.153204074127171,0.5499999999999999,0.32,0.9900000000000001,0.0
2025-08-07,bull,-1.1508256341897836,0.5499999999999999,0.32,0.9900000000000001,0.0
2025-08-08,bull,-1.1812254530168207,0.5499999999999999,0.32,0.9900000000000001,0.0
2025-08-11,bull,-1.2027482705570947,0.5499999999999999,0.32,0.9900000000000001,0.0
2025-08-12,bull,-1.2061645437058766,0.5499999999999999,0.32,0.9900000000000001,0.0
2025-08-13,bull,-1.2043433443735105,0.5499999999999999,0.32,0.9900000000000001,0.0
2025-08-14,bull,-1.1956703844992769,0.5499999999999999,0.32,0.9900000000000001,0.0
2025-08-15,bull,-1.1957651932704827,0.5499999999999999,0.32,0.9900000000000001,0.0
2025-08-18,bull,-1.1853527731196596,0.5499999999999999,0.32,0.9900000000000001,0.0
2025-08-19,bull,-1.1918689395975002,0.5499999999999999,0.32,0.9900000000000001,0.0
2025-08-20,bull,-1.1958537612818803,0.5499999999999999,0.32,0.9900000000000001,0.0
2025-08-21,bull,-1.1814063966998953,0.5499999999999999,0.32,0.9900000000000001,0.0
2025-08-22,bull,-1.1797886314468866,0.5499999999999999,0.32,0.9900000000000001,0.0
2025-08-25,bull,-1.0905698647817499,0.5499999999999999,0.32,0.9900000000000001,0.0
2025-08-26,bull,-1.0209995510812693,0.5499999999999999,0.32,0.9900000000000001,0.0
2025-08-27,bull,-1.0118356992672652,0.5499999999999999,0.32,0.9900000000000001,0.0
2025-08-28,bull,-0.9474930075420485,0.5499999999999999,0.32,0.9900000000000001,0.0
2025-08-29,bull,-0.8975844185918264,0.5499999999999999,0.32,0.9900000000000001,0.0
2025-09-01,bull,-0.8951277358605371,0.5499999999999999,0.32,0.9900000000000001,0.0
2025-09-02,bull,-0.8931129188628764,0.5499999999999999,0.32,0.9900000000000001,0.0
2025-09-03,bull,-0.8855768631232938,0.5499999999999999,0.32,0.9900000000000001,0.0
2025-09-04,bull,-0.8744283960122321,0.5499999999999999,0.32,0.9900000000000001,0.0
2025-09-05,bull,-0.7714299891740808,0.5499999999999999,0.32,0.9900000000000001,0.0
2025-09-08,bull,-0.718762246192215,0.5499999999999999,0.32,0.9900000000000001,0.0
2025-09-09,bull,-0.72041942333518,0.5499999999999999,0.32,0.9900000000000001,0.0
2025-09-10,bull,-0.7083777410519082,0.5499999999999999,0.32,0.9900000000000001,0.0
2025-09-11,bull,-0.710447527797222,0.5499999999999999,0.32,0.9900000000000001,0.0
2025-09-12,bull,-0.6591690825780525,0.5499999999999999,0.32,0.9900000000000001,0.0
2025-09-15,bull,-0.6495496436449167,0.5499999999999999,0.32,0.9900000000000001,0.0
2025-09-16,bull,-0.6515245231080672,0.5499999999999999,0.32,0.9900000000000001,0.0
2025-09-17,bull,-0.6643345136050626,0.5499999999999999,0.32,0.9900000000000001,0.0
2025-09-18,bull,-0.6883948286628794,0.5499999999999999,0.32,0.9900000000000001,0.0
2025-09-19,bull,-0.662170211091424,0.5499999999999999,0.32,0.9900000000000001,0.0
2025-09-22,bull,-0.6757961590027618,0.5499999999999999,0.32,0.9900000000000001,0.0
2025-09-23,bull,-0.6768212251894798,0.5499999999999999,0.32,0.9900000000000001,0.0
2025-09-24,bull,-0.6768388111688844,0.5499999999999999,0.32,0.9900000000000001,0.0
2025-09-25,bull,-0.6684776156523378,0.5499999999999999,0.32,0.9900000000000001,0.0
2025-09-26,bull,-0.6702630032462887,0.5499999999999999,0.32,0.9900000000000001,0.0
2025-09-29,bull,-0.6480592355465558,0.5499999999999999,0.32,0.9900000000000001,0.0
2025-09-30,bull,-0.6288989103993128,0.5499999999999999,0.32,0.9900000000000001,0.0
2025-10-09,bull,-0.6358296689458451,0.5499999999999999,0.32,0.9900000000000001,0.0
2025-10-10,bull,-0.615931321086328,0.5499999999999999,0.32,0.9900000000000001,0.0
2025-10-13,bull,-0.5375389554869271,0.5499999999999999,0.32,0.9900000000000001,0.0
2025-10-14,bull,-0.5315054266086934,0.5499999999999999,0.32,0.9900000000000001,0.0
2025-10-15,bull,-0.500646672668366,0.5499999999999999,0.32,0.9900000000000001,0.0
2025-10-16,bull,-0.4768050588909839,0.5499999999999999,0.32,0.9900000000000001,0.0
2025-10-17,bull,-0.4802472678746046,0.5499999999999999,0.32,0.9900000000000001,0.0
2025-10-20,bull,-0.3895767524096792,0.5499999999999999,0.32,0.9900000000000001,0.0
2025-10-21,bull,-0.38625195077971175,0.5499999999999999,0.32,0.9900000000000001,0.0
2025-10-22,bull,-0.35859208223920047,0.5499999999999999,0.32,0.9900000000000001,0.0
2025-10-23,bull,-0.3544444791922587,0.5499999999999999,0.32,0.9900000000000001,0.0
2025-10-24,bull,-0.3489886192439856,0.5499999999999999,0.32,0.9900000000000001,0.0
2025-10-27,bull,-0.3328208424186384,0.5499999999999999,0.32,0.9900000000000001,0.0
2025-10-28,bull,-0.3210635484987985,0.5499999999999999,0.32,0.9900000000000001,0.0
2025-10-29,bull,-0.30714429108534996,0.5499999999999999,0.32,0.9900000000000001,0.0
2025-10-30,bull,-0.28769954385328833,0.5499999999999999,0.32,0.9900000000000001,0.0
2025-10-31,bull,-0.26708366979490117,0.5499999999999999,0.32,0.9900000000000001,0.0
2025-11-03,bull,-0.2800591896772825,0.5499999999999999,0.32,0.9900000000000001,0.0
2025-11-04,bull,-0.2816878236688122,0.5499999999999999,0.32,0.9900000000000001,0.0
2025-11-05,bull,-0.26143226164526046,0.5499999999999999,0.32,0.9900000000000001,0.0
2025-11-06,bull,-0.26019798937423294,0.5499999999999999,0.32,0.9900000000000001,0.0
2025-11-07,bull,-0.23140506948219916,0.5499999999999999,0.32,0.9900000000000001,0.0
2025-11-10,bull,-0.22104150520661497,0.5499999999999999,0.32,0.9900000000000001,0.0
2025-11-11,neutral,-0.2173651530008943,0.6,0.3,0.9,0.0
2025-11-12,neutral,-0.19170285318601668,0.6,0.3,0.9,0.0
2025-11-13,neutral,-0.18458984739895712,0.6,0.3,0.9,0.0
2025-11-14,neutral,-0.16733534058131225,0.6,0.3,0.9,0.0
2025-11-17,neutral,-0.11391897918933908,0.6,0.3,0.9,0.0
2025-11-18,neutral,-0.10076245381576225,0.6,0.3,0.9,0.0
2025-11-19,neutral,-0.09204855569621793,0.6,0.3,0.9,0.0
2025-11-20,neutral,-0.0872360155785009,0.6,0.3,0.9,0.0
2025-11-21,neutral,-0.08887539862744287,0.6,0.3,0.9,0.0
2025-11-24,neutral,0.01669078695298454,0.6,0.3,0.8955159402683937,0.0
2025-11-25,neutral,-0.03942351857682565,0.6,0.3,0.9,0.0
2025-11-26,neutral,-0.09960635627053134,0.6,0.3,0.9,0.0
2025-11-27,neutral,-0.09375865693801384,0.6,0.3,0.9,0.0
2025-11-28,neutral,-0.12367838728161035,0.6,0.3,0.9,0.0
2025-12-01,neutral,-0.16852258116654303,0.6,0.3,0.9,0.0
2025-12-02,neutral,-0.1701320747188628,0.6,0.3,0.9,0.0
2025-12-03,neutral,-0.16866911750091768,0.6,0.3,0.9,0.0
2025-12-04,neutral,-0.1697859229310535,0.6,0.3,0.9,0.0
