date,action,code,shares,price
2024-12-05,BUY,300418,99.03404919835124,47.7
2024-12-05,BUY,300433,228.24958394812188,20.69631
2024-12-05,BUY,300442,140.44263170532483,33.63597
2024-12-05,BUY,300502,54.84193505005457,86.13708
2024-12-05,BUY,300413,167.53464578341985,28.1967
2024-12-06,BUY,601236,1.5533208364006441,8.527993
2024-12-06,BUY,601238,11.910148376908012,9.654187
2024-12-06,SELL,601360,0.517651470994565,13.21914
2024-12-06,BUY,601318,90.71292818117185,52.70542
2024-12-06,SELL,601336,5.209096002225692,49.67732
2024-12-06,BUY,601377,5.513895270840976,6.414597
2024-12-06,BUY,600515,8.367815914962875,3.97
2024-12-06,SELL,601688,3.9936148827093234,18.31438
2024-12-06,BUY,601689,1.0785875323598333,53.78087
2024-12-06,BUY,601698,5.478650906315693,22.25645
2024-12-06,BUY,601229,7.082791323507877,8.067276
2024-12-06,SELL,601788,0.6436543326416881,20.27909
2024-12-06,SELL,601628,114.01100853241186,43.02678
2024-12-06,BUY,601211,0.8012011270461414,18.86609
2024-12-06,BUY,600570,1.4012364010912677,30.99638
2024-12-06,BUY,601136,2.1871369310134128,24.36188
2024-12-06,BUY,601127,0.8101616555301163,136.76
2024-12-06,BUY,601117,588.5026944745603,8.124114
2024-12-06,BUY,601066,0.07588974102199586,27.52626
2024-12-06,BUY,601012,4.528708603810628,17.85
2024-12-06,BUY,600999,0.45808457352893583,19.18698
2024-12-06,SELL,600958,4.07299033870396,10.71633
2024-12-06,BUY,600918,1.4196737984440233,7.067528
2024-12-06,SELL,600887,0.29866135229863744,28.05877
2024-12-06,SELL,600600,0.9731257462007079,71.57022
2024-12-06,BUY,600588,3.000821160224632,12.93
2024-12-06,BUY,600584,0.6879895967843765,39.38381
2024-12-06,BUY,601800,2.112836538212548,10.6038
2024-12-06,BUY,601186,2.9584201422385377,9.228823
2024-12-06,BUY,601865,6.679624716194894,24.01553
2024-12-06,BUY,688599,2.1988083021718126,24.21
2024-12-06,SELL,601881,1.3330796971692394,15.63462
2024-12-06,BUY,600460,1.2509059317388278,28.24426
2024-12-06,SELL,688981,0.5358851504641962,88.93
2024-12-06,BUY,688506,0.25467930416647633,222.69
2024-12-06,BUY,688472,9.187682931028633,14.50622
2024-12-06,SELL,688396,0.2965299004029731,49.90738
2024-12-06,BUY,688303,5.641240353588472,26.53
2024-12-06,BUY,688271,0.30931530224229675,139.9051
2024-12-06,BUY,688256,0.3504713503708299,553.6
2024-12-06,BUY,688223,2.8128380156264257,8.85
2024-12-06,SELL,688126,5.455267249988623,22.08
2024-12-06,BUY,688111,0.29413877503777286,299.0224
2024-12-06,SELL,688082,0.21718854979968683,112.0641
2024-12-06,BUY,688047,0.9022195355678555,155.78
2024-12-06,BUY,601878,2.7502152318268713,12.76847
2024-12-06,SELL,688041,0.06871931426680078,129.6547
2024-12-06,SELL,688012,0.10821151909282989,215.7345
2024-12-06,BUY,688009,6.784862663691911,6.255929
2024-12-06,SELL,688008,1.0453408639872777,69.7284
2024-12-06,SELL,603986,55.67979767731548,85.73837
2024-12-06,SELL,603833,0.2501438703367427,70.21537
2024-12-06,SELL,603799,1.7278359651222956,32.14808
2024-12-06,BUY,603369,1.4093721915871953,46.18007
2024-12-06,BUY,603296,0.0763458460345845,63.09103
2024-12-06,BUY,603288,0.49345019710918336,45.31247
2024-12-06,SELL,603259,5.437935760667443,53.87175
2024-12-06,SELL,603019,0.09845464139083049,76.65719
2024-12-06,BUY,601901,2.867450744926714,8.870006
2024-12-06,BUY,601888,0.18078910578934426,69.34164
2024-12-06,SELL,688036,1.657674837645665,91.93371
2024-12-06,BUY,600438,9.950893845369563,26.01
2024-12-06,SELL,300059,0.1709792112337709,27.75827
2024-12-06,BUY,600176,416.75096988279506,11.47223
2024-12-06,BUY,002736,1.7991123961308517,11.26325
2024-12-06,SELL,002709,1.5324296313741286,22.86291
2024-12-06,SELL,002600,4.5181012921043475,8.886543
2024-12-06,SELL,002466,1.244467457929801,37.94
2024-12-06,BUY,002460,0.18386704840341395,40.11204
2024-12-06,BUY,002459,5.788649252782477,16.32
2024-12-06,SELL,002371,0.069677628862852,299.7109
2024-12-06,SELL,002241,2.9527182101901133,25.40859
2024-12-06,BUY,002230,0.17897249030566798,51.71003
2024-12-06,BUY,002142,198.32888973036165,24.10674
2024-12-06,BUY,002129,8.33183452893644,10.18
2024-12-06,BUY,002050,1.0775560440447407,24.62887
2024-12-06,SELL,002049,0.2762684560113797,66.0044
2024-12-06,SELL,002920,40.80308521504758,117.463
2024-12-06,BUY,002027,709.1379969731134,6.742077
2024-12-06,SELL,000977,2.1848102723574385,47.69538
2024-12-06,BUY,000963,0.9685309375229281,36.90279
2024-12-06,SELL,000938,0.8290465252903232,25.16614
2024-12-06,SELL,000858,34.08860688192016,139.9251
2024-12-06,BUY,000776,0.9043669882475456,16.45989
2024-12-06,SELL,000661,0.33498594196868225,105.7004
2024-12-06,SELL,000617,0.8321520174788475,7.431594
2024-12-06,SELL,000568,36.3675595756333,131.7141
2024-12-06,BUY,000425,10.32090903367282,7.819073
2024-12-06,BUY,000301,1.7784658725362306,9.45
2024-12-06,SELL,000166,3.883380742502027,5.448615
2024-12-06,SELL,000063,0.7893066797354606,30.69639
2024-12-06,SELL,600415,1.9843187972431338,13.9311
2024-12-06,BUY,001979,4.387422218507652,11.12617
2024-12-06,SELL,300014,1.7472980835074594,48.4001
2024-12-06,SELL,000002,3.637483651194202,8.68
2024-12-06,BUY,300033,0.26889465403060697,338.4624
2024-12-06,SELL,300015,3.7228605887459594,14.57062
2024-12-06,BUY,600111,1.6730994941320603,23.14128
2024-12-06,BUY,600104,10.839322598475803,17.66892
2024-12-06,SELL,600061,1.096847402020444,7.874766
2024-12-06,BUY,600048,1.0202072917075498,9.934044
2024-12-06,SELL,600039,1.5118634413798873,7.370803
2024-12-06,BUY,600030,0.16794516568759832,30.7233
2024-12-06,SELL,600010,65.70519544393574,2.05
2024-12-06,BUY,301269,0.6859768675705453,127.3166
2024-12-06,BUY,301236,1.8789253588101076,59.83736
2024-12-06,BUY,300999,0.6230326332475613,34.73554
2024-12-06,SELL,300896,0.458823823028375,206.9086
2024-12-06,SELL,300782,1.498217460954038,103.152
2024-12-06,SELL,300759,11.07878634998346,29.30966
2024-12-06,BUY,600160,2.4008314515359928,22.02758
2024-12-06,SELL,300661,1.8347959216844316,72.43385
2024-12-06,SELL,300750,0.5307588737873878,259.135
2024-12-06,SELL,300122,5.079341979270225,30.09241
2024-12-06,BUY,300124,0.7028705751046971,61.77894
2024-12-06,BUY,300308,0.5270268368708813,130.8499
2024-12-06,SELL,300347,2.866566485815696,66.11464
2024-12-06,BUY,300316,1.389217793420812,34.27115
2024-12-06,SELL,300413,2.6048313013689324,28.98847
2024-12-06,SELL,300418,1.3017724359125964,48.92
2024-12-06,SELL,300433,5.658700267040558,21.47915
2024-12-06,BUY,300442,1.6150766353672736,33.65578
2024-12-06,BUY,300502,0.7459837907752629,86.00903
2024-12-06,BUY,300394,0.34443596868177195,77.01353
2024-12-09,SELL,601336,1.8694281422942964,50.7638
2024-12-09,BUY,601236,8.999424645347858,8.410231
2024-12-09,SELL,601238,1.0408578970393592,9.69408
2024-12-09,BUY,601318,0.6641457737505192,52.42813
2024-12-09,BUY,601360,11.251779518773276,12.84622
2024-12-09,SELL,601788,4.046815987797743,20.67497
2024-12-09,BUY,601628,110.55973511076529,43.33159
2024-12-09,BUY,601688,3.3664288478818207,18.11777
2024-12-09,BUY,601689,1.4931354948514155,52.99943
2024-12-09,BUY,601698,7.619366919162246,21.53753
2024-12-09,SELL,600570,0.4790035978236915,31.1558
2024-12-09,BUY,601377,8.422213570719578,6.355747
2024-12-09,SELL,601229,592.6489907148954,8.20964
2024-12-09,BUY,601012,3.8906636143121887,17.63
2024-12-09,BUY,601186,9.322191294898744,9.084019
2024-12-09,SELL,601136,0.3223838200403577,24.4513
2024-12-09,SELL,601127,1.4684732380828436,143.0451
2024-12-09,SELL,601117,588.5026944745603,8.006939
2024-12-09,BUY,601066,1.4862441240857436,27.3479
2024-12-09,BUY,600999,2.544024750472005,19.03147
2024-12-09,BUY,600958,4.174253857190138,10.63846
2024-12-09,BUY,600918,10.082931568835875,6.977813
2024-12-09,BUY,600887,2.832694768611475,27.65574
2024-12-09,BUY,600600,0.46300055855608946,71.22129
2024-12-09,BUY,600588,8.649503557853336,12.66
2024-12-09,BUY,600584,3.17391968202044,38.45795
2024-12-09,BUY,601800,11.88973511594304,10.35225
2024-12-09,BUY,601211,4.526060553808151,18.57253
2024-12-09,BUY,601865,0.31996280158142554,24.02547
2024-12-09,BUY,688012,0.25748980320019044,213.6879
2024-12-09,BUY,601881,4.690771218041732,15.42955
2024-12-09,BUY,600515,8.544833595652563,3.95
2024-12-09,BUY,688981,1.4433583111069694,86.78
2024-12-09,BUY,688599,4.828214241612216,23.68
2024-12-09,BUY,688506,0.14629742555011305,221.63
2024-12-09,SELL,688472,0.6806871031872106,14.56563
2024-12-09,BUY,688396,1.2613397686858576,49.3584
2024-12-09,BUY,688303,0.5687749728384404,26.5
2024-12-09,SELL,688271,0.14702746568340785,140.7937
2024-12-09,BUY,688256,0.2518669862910077,539.0
2024-12-09,BUY,688223,12.330806460109102,8.67
2024-12-09,BUY,688126,5.259365038515142,21.6
2024-12-09,SELL,688111,0.6119097417019912,311.5502
2024-12-09,BUY,688082,0.993134738549692,109.7362
2024-12-09,BUY,601878,6.352743940884238,12.58084
2024-12-09,BUY,688047,0.47822815088129644,153.7
2024-12-09,SELL,688036,0.9097570005939843,93.75976
2024-12-09,BUY,688009,6.323780649112678,6.217133
2024-12-09,BUY,688008,1.496365525793479,68.37715
2024-12-09,BUY,603986,57.65998798024315,83.08585
2024-12-09,BUY,603833,0.37139089595751784,69.97566
2024-12-09,BUY,603799,1.1737478703778947,31.96083
2024-12-09,BUY,603369,0.2749061609563057,46.15089
2024-12-09,BUY,603296,0.21267541270705692,63.04166
2024-12-09,BUY,603288,0.7845676606844876,45.06896
2024-12-09,SELL,603259,5.489801141958566,57.53995
2024-12-09,BUY,603019,1.7928691391642388,74.66583
2024-12-09,BUY,601901,7.158367057767123,8.77145
2024-12-09,BUY,601888,1.4057095828746355,68.09357
2024-12-09,BUY,688041,0.3094410024202858,128.8357
2024-12-09,BUY,600460,3.3940011975596462,27.74507
2024-12-09,BUY,300308,1.9498780669330031,124.472
2024-12-09,BUY,600415,3.875775863159049,13.80338
2024-12-09,SELL,300014,1.3871767736946339,49.1887
2024-12-09,BUY,002736,6.0456110901122315,11.12754
2024-12-09,BUY,002709,2.5402177765418514,22.63419
2024-12-09,BUY,002600,10.308329619134156,8.737106
2024-12-09,BUY,002466,2.421357693949659,37.3
2024-12-09,BUY,002460,2.5371895471727157,39.3554
2024-12-09,BUY,002459,7.213706619760103,15.96
2024-12-09,BUY,002371,0.3452699675712907,293.9545
2024-12-09,SELL,002241,1.074426213194812,25.60617
2024-12-09,SELL,002230,1.325523918836737,52.56821
2024-12-09,BUY,002142,1.121606294070233,24.01964
2024-12-09,BUY,002129,10.380425201102867,9.98
2024-12-09,BUY,002049,1.3045467084643292,64.96779
2024-12-09,BUY,300015,3.812047468021376,14.43241
2024-12-09,SELL,002027,709.1379969731134,6.59822
2024-12-09,BUY,000977,2.2158149150259305,46.75823
2024-12-09,BUY,000963,0.193091111638239,36.92237
2024-12-09,BUY,000938,3.293937440559688,24.78725
2024-12-09,BUY,000776,4.068745515705132,16.26533
2024-12-09,BUY,000661,0.5567438857240319,104.6263
2024-12-09,BUY,000617,12.579777570395095,7.303802
2024-12-09,BUY,000568,36.45923665162059,131.3996
2024-12-09,SELL,000425,611.4616117816648,7.907258
2024-12-09,BUY,000301,0.4869775059038943,9.46
2024-12-09,BUY,000166,13.067294024251282,5.37952
2024-12-09,BUY,000063,1.520821666265789,30.46102
2024-12-09,BUY,000002,18.156496081167234,8.42
2024-12-09,BUY,600438,2.303673063666224,25.74
2024-12-09,BUY,001979,10.549177309833794,10.88153
2024-12-09,BUY,300033,0.5299237550760907,326.8838
2024-12-09,SELL,002050,4.340701190906145,25.24311
2024-12-09,BUY,300122,2.1272986223916064,29.75485
2024-12-09,BUY,300059,2.2282039371318945,27.45916
2024-12-09,SELL,600176,10.15569871243855,11.78255
2024-12-09,SELL,600160,0.3414328584296129,22.10689
2024-12-09,BUY,600111,3.041741704498463,22.85163
2024-12-09,SELL,600104,4.1044499366483365,17.97733
2024-12-09,BUY,600061,8.140754570501372,7.786285
2024-12-09,BUY,600048,14.653955577933573,9.660002
2024-12-09,BUY,600039,2.1544468226915114,7.361255
2024-12-09,BUY,600030,0.9159214692079445,30.60528
2024-12-09,BUY,600010,27.739236443453592,2.03
2024-12-09,BUY,301269,1.3707082678613958,123.0814
2024-12-09,SELL,301236,1.8054980238832457,61.34452
2024-12-09,BUY,300999,1.9197227448795786,34.327
2024-12-09,BUY,300896,0.5308001469713943,202.6713
2024-12-09,BUY,600183,222.5627105001224,21.5253
2024-12-09,BUY,300759,0.0537102199954802,29.35925
2024-12-09,BUY,300782,0.7364680169782218,101.7439
2024-12-09,BUY,300316,2.695044380679917,33.68961
2024-12-09,BUY,300347,0.310017010935951,65.96551
2024-12-09,BUY,300394,1.9634339034301789,74.80342
2024-12-09,SELL,300413,6.999607943803028,30.33447
2024-12-09,SELL,300418,1.8025788784121062,49.94
2024-12-09,SELL,300124,0.27765913948729803,62.12674
2024-12-09,SELL,300442,3.8204666534074363,34.65585
2024-12-09,BUY,300502,2.4652419129694607,82.52314
2024-12-09,BUY,300661,0.14746679366180615,72.4185
2024-12-09,SELL,300750,0.06615529634363781,260.5933
2024-12-09,BUY,300433,3.0196490003078225,21.23451
2024-12-10,SELL,601211,257.94703857408143,18.69974
2024-12-10,BUY,601229,582.5650038397906,8.295057
2024-12-10,SELL,601236,1.01541855704113,8.498552
2024-12-10,SELL,601698,11.831684784313552,22.94541
2024-12-10,BUY,601238,8.436432306361894,9.614294
2024-12-10,SELL,601318,0.5141541433664258,53.18352
2024-12-10,SELL,601360,2.973069412140262,13.06212
2024-12-10,BUY,601377,0.7361271092028119,6.404789
2024-12-10,BUY,601628,0.5584767059089586,43.48891
2024-12-10,BUY,601688,0.5750788621555216,18.23574
2024-12-10,BUY,601186,4.588365648288118,9.084019
2024-12-10,SELL,601689,1.0478023818156004,54.08751
2024-12-10,SELL,601336,0.7708543678116229,51.62716
2024-12-10,BUY,601136,2.1876365951526964,24.39169
2024-12-10,BUY,600958,1.4379934846725178,10.69686
2024-12-10,BUY,601111,543.5781679478382,8.89
2024-12-10,BUY,601066,0.4423623740527205,27.51635
2024-12-10,BUY,601012,2.5197601599979293,17.62
2024-12-10,SELL,600999,4.378863818622875,19.5369
2024-12-10,BUY,600918,1.0616597567241115,7.027655
2024-12-10,SELL,600887,173.22729792543194,28.32747
2024-12-10,SELL,600600,0.07315209821574342,71.91915
2024-12-10,SELL,600588,1.1773140160839262,12.81
2024-12-10,BUY,600584,1.344583980365698,38.3783
2024-12-10,SELL,600570,1.5344649273303617,31.74364
2024-12-10,BUY,600515,13.657164685399266,3.94
2024-12-10,BUY,600460,1.4396500272652304,27.75505
2024-12-10,BUY,601788,5.32076989191242,20.38672
2024-12-10,BUY,601127,2.865859083091138,132.9159
2024-12-10,SELL,601800,0.7239918739635982,10.45868
2024-12-10,BUY,688599,0.3055722210591796,23.85
2024-12-10,SELL,601878,380.7956473755556,12.67959
2024-12-10,SELL,688981,0.29170284704594707,88.0
2024-12-10,BUY,688506,0.7408552550542638,216.15
2024-12-10,BUY,688472,12.373909394982377,14.15965
2024-12-10,BUY,688396,0.7851007469477906,49.38834
2024-12-10,SELL,688303,1.604999913953833,26.97
2024-12-10,BUY,688271,0.7373510864018087,139.0064
2024-12-10,BUY,688256,0.08682106016684621,538.43
2024-12-10,BUY,688223,4.807474132410221,8.67
2024-12-10,SELL,688126,3.920610805166632,22.18
2024-12-10,SELL,688111,0.18883122033484767,318.1679
2024-12-10,BUY,688082,0.027364347928894972,110.6216
2024-12-10,BUY,688047,0.5893901150211498,152.16
2024-12-10,SELL,688041,0.05356973727160863,130.1441
2024-12-10,BUY,601865,2.57047518557124,23.92607
2024-12-10,BUY,688036,1.8261214368807472,91.31208
2024-12-10,BUY,688009,3.083389259764658,6.24623
2024-12-10,BUY,688008,1.0539224549999346,67.94992
2024-12-10,SELL,603986,57.65998798024315,83.4548
2024-12-10,SELL,603833,0.9492620771019062,71.57691
2024-12-10,BUY,603799,1.4440910240861342,31.93127
2024-12-10,SELL,603369,3.7566719828730157,48.30038
2024-12-10,BUY,603296,1.314977395077321,62.5085
2024-12-10,SELL,603288,1.6975306909499466,46.19885
2024-12-10,BUY,603259,2.187609500691636,56.55461
2024-12-10,BUY,603019,0.6014007826817505,74.61606
2024-12-10,BUY,601901,6.615222104372606,8.741883
2024-12-10,SELL,601888,70.35508804029934,69.43009
2024-12-10,BUY,601881,1.9105168945168884,15.46861
2024-12-10,SELL,688012,0.11547335112742374,216.663
2024-12-10,BUY,600415,3.768896463928229,13.7739
2024-12-10,BUY,600438,5.186793608562937,25.26
2024-12-10,BUY,600176,6.940891609435482,11.68558
2024-12-10,SELL,300015,3.4041754393095403,14.70882
2024-12-10,BUY,300014,2.2451381020872674,48.49867
2024-12-10,SELL,002736,0.004488328332513447,11.22447
2024-12-10,BUY,002709,5.466719426738166,22.25628
2024-12-10,SELL,002600,12.341653173743452,9.016056
2024-12-10,BUY,002466,1.5006441593745876,37.19
2024-12-10,BUY,002460,2.887529854705818,38.77796
2024-12-10,BUY,002459,7.429888604790506,15.71
2024-12-10,BUY,002371,0.11909696199014874,294.3609
2024-12-10,SELL,002241,1.3109444839085427,26.01121
2024-12-10,SELL,002230,2.293238319563244,54.39432
2024-12-10,SELL,002142,2.393222016280248,24.52287
2024-12-10,BUY,002050,3.624786141460106,24.98552
2024-12-10,BUY,300033,0.2771520850276481,323.6081
2024-12-10,SELL,002049,0.0032635575709178966,65.53593
2024-12-10,BUY,000977,0.47442864858689404,46.94765
2024-12-10,BUY,000963,3.6757550894211306,36.21759
2024-12-10,BUY,000938,0.7449973914841905,24.9069
2024-12-10,SELL,000776,0.6018962968432788,16.44044
2024-12-10,SELL,000661,0.09206328429912958,105.7492
2024-12-10,SELL,000617,9.092915650092095,7.470915
2024-12-10,SELL,000568,36.45923665162059,135.0305
2024-12-10,BUY,000301,5.488261873515398,9.44
2024-12-10,BUY,000166,2.830370467811349,5.409132
2024-12-10,BUY,000100,994.9892197484245,4.856746
2024-12-10,BUY,000063,1.011603946235681,30.52967
2024-12-10,SELL,000002,5.75226477975616,8.58
2024-12-10,SELL,600183,4.458238967911285,22.1564
2024-12-10,SELL,001979,0.12781066358422777,10.97939
2024-12-10,SELL,300059,1.3732078454617067,27.9178
2024-12-10,BUY,002129,5.636360808403424,9.95
2024-12-10,BUY,300124,0.3364181686386303,62.39505
2024-12-10,SELL,600160,3.0019800042092584,22.61247
2024-12-10,BUY,300122,1.672204017037103,29.70521
2024-12-10,BUY,600111,1.0870648801569587,22.93154
2024-12-10,BUY,600104,3.8142702665294905,17.87785
2024-12-10,BUY,600066,213.27346617026012,22.65828
2024-12-10,BUY,600061,3.7897499839548345,7.805948
2024-12-10,SELL,600048,3.665229008179608,9.816597
2024-12-10,BUY,600039,10.810932944385286,7.303969
2024-12-10,SELL,600030,0.4437959361440562,30.95933
2024-12-10,SELL,600010,58.817502318824154,2.1
2024-12-10,SELL,301269,2.8091023640382673,133.8093
2024-12-10,SELL,301236,4.938822192533422,66.05565
2024-12-10,SELL,300999,0.9979775710395131,34.87504
2024-12-10,SELL,300896,0.6709947410449288,210.4073
2024-12-10,BUY,600029,667.4599327425803,7.24
2024-12-10,BUY,300759,4.247769980867133,28.86332
2024-12-10,BUY,300308,0.9495984699566691,122.5318
2024-12-10,BUY,300782,0.4516678745682867,101.654
2024-12-10,BUY,300347,1.3453582814737644,65.32922
2024-12-10,BUY,300394,1.7662141666808395,73.4292
2024-12-10,BUY,300408,129.6025148333288,37.28639
2024-12-10,BUY,300413,1.686544699280887,30.27508
2024-12-10,BUY,300418,4.28618583758859,48.22
2024-12-10,BUY,300316,0.4857622929401657,33.86703
2024-12-10,BUY,300442,0.3710765460303094,34.86378
2024-12-10,BUY,300502,0.07910772636668639,83.12784
2024-12-10,BUY,300661,1.6753641135054238,71.24427
2024-12-10,SELL,300750,0.01276592806716792,263.0432
2024-12-10,SELL,300433,2.45895426465745,21.65528
2024-12-11,BUY,601127,0.46723079807321,132.1451
2024-12-11,BUY,601136,3.68401791373725,24.11349
2024-12-11,BUY,601186,4.281730427643197,9.074365
2024-12-11,SELL,601229,582.5650038397906,8.228621
2024-12-11,BUY,601236,5.957933793942516,8.469112
2024-12-11,SELL,601238,0.6585757446347884,9.69408
2024-12-11,BUY,601336,3.4617840635897466,50.13326
2024-12-11,BUY,601360,5.685822808078115,12.95417
2024-12-11,SELL,601377,754.4994711076793,6.404789
2024-12-11,BUY,601628,3.2842795825868194,42.53516
2024-12-11,BUY,601688,3.440891246740648,18.1276
2024-12-11,BUY,601111,5.646242443379947,8.86
2024-12-11,BUY,601318,1.833960162791982,52.49506
2024-12-11,BUY,601066,1.6722903782066396,27.44699
2024-12-11,SELL,600415,23.470655536250035,14.86442
2024-12-11,BUY,600999,4.102814102705054,19.35222
2024-12-11,SELL,600958,0.13551729559594605,10.77473
2024-12-11,SELL,600918,687.6276529021817,7.057559
2024-12-11,BUY,600887,170.3386862727018,28.56737
2024-12-11,BUY,600809,24.589544696439777,197.8942
2024-12-11,SELL,600600,1.957678429084126,74.59431
2024-12-11,BUY,600588,10.811199052537972,12.54
